numero,texto_quechua
2356,"iskay Waranqa kinsa Pachak pisq’a Chunka soqtayoq"
2357,"iskay Waranqa kinsa Pachak pisq’a Chunka qanchisniyoq"
2358,"iskay Waranqa kinsa Pachak pisq’a Chunka pusaqniyoq"
2359,"iskay Waranqa kinsa Pachak pisq’a Chunka isqonniyoq"
2360,"iskay Waranqa kinsa Pachak soqta Chunka"
2361,"iskay Waranqa kinsa Pachak soqta Chunka hukniyoq"
2362,"iskay Waranqa kinsa Pachak soqta Chunka iskayniyoq"
2363,"iskay Waranqa kinsa Pachak soqta Chunka kinsayoq"
2364,"iskay Waranqa kinsa Pachak soqta Chunka tawayoq"
2365,"iskay Waranqa kinsa Pachak soqta Chunka pisq’ayoq"
2366,"iskay Waranqa kinsa Pachak soqta Chunka soqtayoq"
2367,"iskay Waranqa kinsa Pachak soqta Chunka qanchisniyoq"
2368,"iskay Waranqa kinsa Pachak soqta Chunka pusaqniyoq"
2369,"iskay Waranqa kinsa Pachak soqta Chunka isqonniyoq"
2370,"iskay Waranqa kinsa Pachak qanchis Chunka"
2371,"iskay Waranqa kinsa Pachak qanchis Chunka hukniyoq"
2372,"iskay Waranqa kinsa Pachak qanchis Chunka iskayniyoq"
2373,"iskay Waranqa kinsa Pachak qanchis Chunka kinsayoq"
2374,"iskay Waranqa kinsa Pachak qanchis Chunka tawayoq"
2375,"iskay Waranqa kinsa Pachak qanchis Chunka pisq’ayoq"
2376,"iskay Waranqa kinsa Pachak qanchis Chunka soqtayoq"
2377,"iskay Waranqa kinsa Pachak qanchis Chunka qanchisniyoq"
2378,"iskay Waranqa kinsa Pachak qanchis Chunka pusaqniyoq"
2379,"iskay Waranqa kinsa Pachak qanchis Chunka isqonniyoq"
2380,"iskay Waranqa kinsa Pachak pusaq Chunka"
2381,"iskay Waranqa kinsa Pachak pusaq Chunka hukniyoq"
2382,"iskay Waranqa kinsa Pachak pusaq Chunka iskayniyoq"
2383,"iskay Waranqa kinsa Pachak pusaq Chunka kinsayoq"
2384,"iskay Waranqa kinsa Pachak pusaq Chunka tawayoq"
2385,"iskay Waranqa kinsa Pachak pusaq Chunka pisq’ayoq"
2386,"iskay Waranqa kinsa Pachak pusaq Chunka soqtayoq"
2387,"iskay Waranqa kinsa Pachak pusaq Chunka qanchisniyoq"
2388,"iskay Waranqa kinsa Pachak pusaq Chunka pusaqniyoq"
2389,"iskay Waranqa kinsa Pachak pusaq Chunka isqonniyoq"
2390,"iskay Waranqa kinsa Pachak isqon Chunka"
2391,"iskay Waranqa kinsa Pachak isqon Chunka hukniyoq"
2392,"iskay Waranqa kinsa Pachak isqon Chunka iskayniyoq"
2393,"iskay Waranqa kinsa Pachak isqon Chunka kinsayoq"
2394,"iskay Waranqa kinsa Pachak isqon Chunka tawayoq"
2395,"iskay Waranqa kinsa Pachak isqon Chunka pisq’ayoq"
2396,"iskay Waranqa kinsa Pachak isqon Chunka soqtayoq"
2397,"iskay Waranqa kinsa Pachak isqon Chunka qanchisniyoq"
2398,"iskay Waranqa kinsa Pachak isqon Chunka pusaqniyoq"
2399,"iskay Waranqa kinsa Pachak isqon Chunka isqonniyoq"
2400,"iskay Waranqa tawa Pachak"
2401,"iskay Waranqa tawa Pachak hukniyoq"
2402,"iskay Waranqa tawa Pachak iskayniyoq"
2403,"iskay Waranqa tawa Pachak kinsayoq"
2404,"iskay Waranqa tawa Pachak tawayoq"
2405,"iskay Waranqa tawa Pachak pisq’ayoq"
2406,"iskay Waranqa tawa Pachak soqtayoq"
2407,"iskay Waranqa tawa Pachak qanchisniyoq"
2408,"iskay Waranqa tawa Pachak pusaqniyoq"
2409,"iskay Waranqa tawa Pachak isqonniyoq"
2410,"iskay Waranqa tawa Pachak Chunka"
2411,"iskay Waranqa tawa Pachak Chunka hukniyoq"
2412,"iskay Waranqa tawa Pachak Chunka iskayniyoq"
2413,"iskay Waranqa tawa Pachak Chunka kinsayoq"
2414,"iskay Waranqa tawa Pachak Chunka tawayoq"
2415,"iskay Waranqa tawa Pachak Chunka pisq’ayoq"
2416,"iskay Waranqa tawa Pachak Chunka soqtayoq"
2417,"iskay Waranqa tawa Pachak Chunka qanchisniyoq"
2418,"iskay Waranqa tawa Pachak Chunka pusaqniyoq"
2419,"iskay Waranqa tawa Pachak Chunka isqonniyoq"
2420,"iskay Waranqa tawa Pachak iskay Chunka"
2421,"iskay Waranqa tawa Pachak iskay Chunka hukniyoq"
2422,"iskay Waranqa tawa Pachak iskay Chunka iskayniyoq"
2423,"iskay Waranqa tawa Pachak iskay Chunka kinsayoq"
2424,"iskay Waranqa tawa Pachak iskay Chunka tawayoq"
2425,"iskay Waranqa tawa Pachak iskay Chunka pisq’ayoq"
2426,"iskay Waranqa tawa Pachak iskay Chunka soqtayoq"
2427,"iskay Waranqa tawa Pachak iskay Chunka qanchisniyoq"
2428,"iskay Waranqa tawa Pachak iskay Chunka pusaqniyoq"
2429,"iskay Waranqa tawa Pachak iskay Chunka isqonniyoq"
2430,"iskay Waranqa tawa Pachak kinsa Chunka"
2431,"iskay Waranqa tawa Pachak kinsa Chunka hukniyoq"
2432,"iskay Waranqa tawa Pachak kinsa Chunka iskayniyoq"
2433,"iskay Waranqa tawa Pachak kinsa Chunka kinsayoq"
2434,"iskay Waranqa tawa Pachak kinsa Chunka tawayoq"
2435,"iskay Waranqa tawa Pachak kinsa Chunka pisq’ayoq"
2436,"iskay Waranqa tawa Pachak kinsa Chunka soqtayoq"
2437,"iskay Waranqa tawa Pachak kinsa Chunka qanchisniyoq"
2438,"iskay Waranqa tawa Pachak kinsa Chunka pusaqniyoq"
2439,"iskay Waranqa tawa Pachak kinsa Chunka isqonniyoq"
2440,"iskay Waranqa tawa Pachak tawa Chunka"
2441,"iskay Waranqa tawa Pachak tawa Chunka hukniyoq"
2442,"iskay Waranqa tawa Pachak tawa Chunka iskayniyoq"
2443,"iskay Waranqa tawa Pachak tawa Chunka kinsayoq"
2444,"iskay Waranqa tawa Pachak tawa Chunka tawayoq"
2445,"iskay Waranqa tawa Pachak tawa Chunka pisq’ayoq"
2446,"iskay Waranqa tawa Pachak tawa Chunka soqtayoq"
2447,"iskay Waranqa tawa Pachak tawa Chunka qanchisniyoq"
2448,"iskay Waranqa tawa Pachak tawa Chunka pusaqniyoq"
2449,"iskay Waranqa tawa Pachak tawa Chunka isqonniyoq"
2450,"iskay Waranqa tawa Pachak pisq’a Chunka"
2451,"iskay Waranqa tawa Pachak pisq’a Chunka hukniyoq"
2452,"iskay Waranqa tawa Pachak pisq’a Chunka iskayniyoq"
2453,"iskay Waranqa tawa Pachak pisq’a Chunka kinsayoq"
2454,"iskay Waranqa tawa Pachak pisq’a Chunka tawayoq"
2455,"iskay Waranqa tawa Pachak pisq’a Chunka pisq’ayoq"
2456,"iskay Waranqa tawa Pachak pisq’a Chunka soqtayoq"
2457,"iskay Waranqa tawa Pachak pisq’a Chunka qanchisniyoq"
2458,"iskay Waranqa tawa Pachak pisq’a Chunka pusaqniyoq"
2459,"iskay Waranqa tawa Pachak pisq’a Chunka isqonniyoq"
2460,"iskay Waranqa tawa Pachak soqta Chunka"
2461,"iskay Waranqa tawa Pachak soqta Chunka hukniyoq"
2462,"iskay Waranqa tawa Pachak soqta Chunka iskayniyoq"
2463,"iskay Waranqa tawa Pachak soqta Chunka kinsayoq"
2464,"iskay Waranqa tawa Pachak soqta Chunka tawayoq"
2465,"iskay Waranqa tawa Pachak soqta Chunka pisq’ayoq"
2466,"iskay Waranqa tawa Pachak soqta Chunka soqtayoq"
2467,"iskay Waranqa tawa Pachak soqta Chunka qanchisniyoq"
2468,"iskay Waranqa tawa Pachak soqta Chunka pusaqniyoq"
2469,"iskay Waranqa tawa Pachak soqta Chunka isqonniyoq"
2470,"iskay Waranqa tawa Pachak qanchis Chunka"
2471,"iskay Waranqa tawa Pachak qanchis Chunka hukniyoq"
2472,"iskay Waranqa tawa Pachak qanchis Chunka iskayniyoq"
2473,"iskay Waranqa tawa Pachak qanchis Chunka kinsayoq"
2474,"iskay Waranqa tawa Pachak qanchis Chunka tawayoq"
2475,"iskay Waranqa tawa Pachak qanchis Chunka pisq’ayoq"
2476,"iskay Waranqa tawa Pachak qanchis Chunka soqtayoq"
2477,"iskay Waranqa tawa Pachak qanchis Chunka qanchisniyoq"
2478,"iskay Waranqa tawa Pachak qanchis Chunka pusaqniyoq"
2479,"iskay Waranqa tawa Pachak qanchis Chunka isqonniyoq"
2480,"iskay Waranqa tawa Pachak pusaq Chunka"
2481,"iskay Waranqa tawa Pachak pusaq Chunka hukniyoq"
2482,"iskay Waranqa tawa Pachak pusaq Chunka iskayniyoq"
2483,"iskay Waranqa tawa Pachak pusaq Chunka kinsayoq"
2484,"iskay Waranqa tawa Pachak pusaq Chunka tawayoq"
2485,"iskay Waranqa tawa Pachak pusaq Chunka pisq’ayoq"
2486,"iskay Waranqa tawa Pachak pusaq Chunka soqtayoq"
2487,"iskay Waranqa tawa Pachak pusaq Chunka qanchisniyoq"
2488,"iskay Waranqa tawa Pachak pusaq Chunka pusaqniyoq"
2489,"iskay Waranqa tawa Pachak pusaq Chunka isqonniyoq"
2490,"iskay Waranqa tawa Pachak isqon Chunka"
2491,"iskay Waranqa tawa Pachak isqon Chunka hukniyoq"
2492,"iskay Waranqa tawa Pachak isqon Chunka iskayniyoq"
2493,"iskay Waranqa tawa Pachak isqon Chunka kinsayoq"
2494,"iskay Waranqa tawa Pachak isqon Chunka tawayoq"
2495,"iskay Waranqa tawa Pachak isqon Chunka pisq’ayoq"
2496,"iskay Waranqa tawa Pachak isqon Chunka soqtayoq"
2497,"iskay Waranqa tawa Pachak isqon Chunka qanchisniyoq"
2498,"iskay Waranqa tawa Pachak isqon Chunka pusaqniyoq"
2499,"iskay Waranqa tawa Pachak isqon Chunka isqonniyoq"
2500,"iskay Waranqa pisq’a Pachak"
2501,"iskay Waranqa pisq’a Pachak hukniyoq"
2502,"iskay Waranqa pisq’a Pachak iskayniyoq"
2503,"iskay Waranqa pisq’a Pachak kinsayoq"
2504,"iskay Waranqa pisq’a Pachak tawayoq"
2505,"iskay Waranqa pisq’a Pachak pisq’ayoq"
2506,"iskay Waranqa pisq’a Pachak soqtayoq"
2507,"iskay Waranqa pisq’a Pachak qanchisniyoq"
2508,"iskay Waranqa pisq’a Pachak pusaqniyoq"
2509,"iskay Waranqa pisq’a Pachak isqonniyoq"
2510,"iskay Waranqa pisq’a Pachak Chunka"
2511,"iskay Waranqa pisq’a Pachak Chunka hukniyoq"
2512,"iskay Waranqa pisq’a Pachak Chunka iskayniyoq"
2513,"iskay Waranqa pisq’a Pachak Chunka kinsayoq"
2514,"iskay Waranqa pisq’a Pachak Chunka tawayoq"
2515,"iskay Waranqa pisq’a Pachak Chunka pisq’ayoq"
2516,"iskay Waranqa pisq’a Pachak Chunka soqtayoq"
2517,"iskay Waranqa pisq’a Pachak Chunka qanchisniyoq"
2518,"iskay Waranqa pisq’a Pachak Chunka pusaqniyoq"
2519,"iskay Waranqa pisq’a Pachak Chunka isqonniyoq"
2520,"iskay Waranqa pisq’a Pachak iskay Chunka"
2521,"iskay Waranqa pisq’a Pachak iskay Chunka hukniyoq"
2522,"iskay Waranqa pisq’a Pachak iskay Chunka iskayniyoq"
2523,"iskay Waranqa pisq’a Pachak iskay Chunka kinsayoq"
2524,"iskay Waranqa pisq’a Pachak iskay Chunka tawayoq"
2525,"iskay Waranqa pisq’a Pachak iskay Chunka pisq’ayoq"
2526,"iskay Waranqa pisq’a Pachak iskay Chunka soqtayoq"
2527,"iskay Waranqa pisq’a Pachak iskay Chunka qanchisniyoq"
2528,"iskay Waranqa pisq’a Pachak iskay Chunka pusaqniyoq"
2529,"iskay Waranqa pisq’a Pachak iskay Chunka isqonniyoq"
2530,"iskay Waranqa pisq’a Pachak kinsa Chunka"
2531,"iskay Waranqa pisq’a Pachak kinsa Chunka hukniyoq"
2532,"iskay Waranqa pisq’a Pachak kinsa Chunka iskayniyoq"
2533,"iskay Waranqa pisq’a Pachak kinsa Chunka kinsayoq"
2534,"iskay Waranqa pisq’a Pachak kinsa Chunka tawayoq"
2535,"iskay Waranqa pisq’a Pachak kinsa Chunka pisq’ayoq"
2536,"iskay Waranqa pisq’a Pachak kinsa Chunka soqtayoq"
2537,"iskay Waranqa pisq’a Pachak kinsa Chunka qanchisniyoq"
2538,"iskay Waranqa pisq’a Pachak kinsa Chunka pusaqniyoq"
2539,"iskay Waranqa pisq’a Pachak kinsa Chunka isqonniyoq"
2540,"iskay Waranqa pisq’a Pachak tawa Chunka"
2541,"iskay Waranqa pisq’a Pachak tawa Chunka hukniyoq"
2542,"iskay Waranqa pisq’a Pachak tawa Chunka iskayniyoq"
2543,"iskay Waranqa pisq’a Pachak tawa Chunka kinsayoq"
2544,"iskay Waranqa pisq’a Pachak tawa Chunka tawayoq"
2545,"iskay Waranqa pisq’a Pachak tawa Chunka pisq’ayoq"
2546,"iskay Waranqa pisq’a Pachak tawa Chunka soqtayoq"
2547,"iskay Waranqa pisq’a Pachak tawa Chunka qanchisniyoq"
2548,"iskay Waranqa pisq’a Pachak tawa Chunka pusaqniyoq"
2549,"iskay Waranqa pisq’a Pachak tawa Chunka isqonniyoq"
2550,"iskay Waranqa pisq’a Pachak pisq’a Chunka"
2551,"iskay Waranqa pisq’a Pachak pisq’a Chunka hukniyoq"
2552,"iskay Waranqa pisq’a Pachak pisq’a Chunka iskayniyoq"
2553,"iskay Waranqa pisq’a Pachak pisq’a Chunka kinsayoq"
2554,"iskay Waranqa pisq’a Pachak pisq’a Chunka tawayoq"
2555,"iskay Waranqa pisq’a Pachak pisq’a Chunka pisq’ayoq"
2556,"iskay Waranqa pisq’a Pachak pisq’a Chunka soqtayoq"
2557,"iskay Waranqa pisq’a Pachak pisq’a Chunka qanchisniyoq"
2558,"iskay Waranqa pisq’a Pachak pisq’a Chunka pusaqniyoq"
2559,"iskay Waranqa pisq’a Pachak pisq’a Chunka isqonniyoq"
2560,"iskay Waranqa pisq’a Pachak soqta Chunka"
2561,"iskay Waranqa pisq’a Pachak soqta Chunka hukniyoq"
2562,"iskay Waranqa pisq’a Pachak soqta Chunka iskayniyoq"
2563,"iskay Waranqa pisq’a Pachak soqta Chunka kinsayoq"
2564,"iskay Waranqa pisq’a Pachak soqta Chunka tawayoq"
2565,"iskay Waranqa pisq’a Pachak soqta Chunka pisq’ayoq"
2566,"iskay Waranqa pisq’a Pachak soqta Chunka soqtayoq"
2567,"iskay Waranqa pisq’a Pachak soqta Chunka qanchisniyoq"
2568,"iskay Waranqa pisq’a Pachak soqta Chunka pusaqniyoq"
2569,"iskay Waranqa pisq’a Pachak soqta Chunka isqonniyoq"
2570,"iskay Waranqa pisq’a Pachak qanchis Chunka"
2571,"iskay Waranqa pisq’a Pachak qanchis Chunka hukniyoq"
2572,"iskay Waranqa pisq’a Pachak qanchis Chunka iskayniyoq"
2573,"iskay Waranqa pisq’a Pachak qanchis Chunka kinsayoq"
2574,"iskay Waranqa pisq’a Pachak qanchis Chunka tawayoq"
2575,"iskay Waranqa pisq’a Pachak qanchis Chunka pisq’ayoq"
2576,"iskay Waranqa pisq’a Pachak qanchis Chunka soqtayoq"
2577,"iskay Waranqa pisq’a Pachak qanchis Chunka qanchisniyoq"
2578,"iskay Waranqa pisq’a Pachak qanchis Chunka pusaqniyoq"
2579,"iskay Waranqa pisq’a Pachak qanchis Chunka isqonniyoq"
2580,"iskay Waranqa pisq’a Pachak pusaq Chunka"
2581,"iskay Waranqa pisq’a Pachak pusaq Chunka hukniyoq"
2582,"iskay Waranqa pisq’a Pachak pusaq Chunka iskayniyoq"
2583,"iskay Waranqa pisq’a Pachak pusaq Chunka kinsayoq"
2584,"iskay Waranqa pisq’a Pachak pusaq Chunka tawayoq"
2585,"iskay Waranqa pisq’a Pachak pusaq Chunka pisq’ayoq"
2586,"iskay Waranqa pisq’a Pachak pusaq Chunka soqtayoq"
2587,"iskay Waranqa pisq’a Pachak pusaq Chunka qanchisniyoq"
2588,"iskay Waranqa pisq’a Pachak pusaq Chunka pusaqniyoq"
2589,"iskay Waranqa pisq’a Pachak pusaq Chunka isqonniyoq"
2590,"iskay Waranqa pisq’a Pachak isqon Chunka"
2591,"iskay Waranqa pisq’a Pachak isqon Chunka hukniyoq"
2592,"iskay Waranqa pisq’a Pachak isqon Chunka iskayniyoq"
2593,"iskay Waranqa pisq’a Pachak isqon Chunka kinsayoq"
2594,"iskay Waranqa pisq’a Pachak isqon Chunka tawayoq"
2595,"iskay Waranqa pisq’a Pachak isqon Chunka pisq’ayoq"
2596,"iskay Waranqa pisq’a Pachak isqon Chunka soqtayoq"
2597,"iskay Waranqa pisq’a Pachak isqon Chunka qanchisniyoq"
2598,"iskay Waranqa pisq’a Pachak isqon Chunka pusaqniyoq"
2599,"iskay Waranqa pisq’a Pachak isqon Chunka isqonniyoq"
2600,"iskay Waranqa soqta Pachak"
2601,"iskay Waranqa soqta Pachak hukniyoq"
2602,"iskay Waranqa soqta Pachak iskayniyoq"
2603,"iskay Waranqa soqta Pachak kinsayoq"
2604,"iskay Waranqa soqta Pachak tawayoq"
2605,"iskay Waranqa soqta Pachak pisq’ayoq"
2606,"iskay Waranqa soqta Pachak soqtayoq"
2607,"iskay Waranqa soqta Pachak qanchisniyoq"
2608,"iskay Waranqa soqta Pachak pusaqniyoq"
2609,"iskay Waranqa soqta Pachak isqonniyoq"
2610,"iskay Waranqa soqta Pachak Chunka"
2611,"iskay Waranqa soqta Pachak Chunka hukniyoq"
2612,"iskay Waranqa soqta Pachak Chunka iskayniyoq"
2613,"iskay Waranqa soqta Pachak Chunka kinsayoq"
2614,"iskay Waranqa soqta Pachak Chunka tawayoq"
2615,"iskay Waranqa soqta Pachak Chunka pisq’ayoq"
2616,"iskay Waranqa soqta Pachak Chunka soqtayoq"
2617,"iskay Waranqa soqta Pachak Chunka qanchisniyoq"
2618,"iskay Waranqa soqta Pachak Chunka pusaqniyoq"
2619,"iskay Waranqa soqta Pachak Chunka isqonniyoq"
2620,"iskay Waranqa soqta Pachak iskay Chunka"
2621,"iskay Waranqa soqta Pachak iskay Chunka hukniyoq"
2622,"iskay Waranqa soqta Pachak iskay Chunka iskayniyoq"
2623,"iskay Waranqa soqta Pachak iskay Chunka kinsayoq"
2624,"iskay Waranqa soqta Pachak iskay Chunka tawayoq"
2625,"iskay Waranqa soqta Pachak iskay Chunka pisq’ayoq"
2626,"iskay Waranqa soqta Pachak iskay Chunka soqtayoq"
2627,"iskay Waranqa soqta Pachak iskay Chunka qanchisniyoq"
2628,"iskay Waranqa soqta Pachak iskay Chunka pusaqniyoq"
2629,"iskay Waranqa soqta Pachak iskay Chunka isqonniyoq"
2630,"iskay Waranqa soqta Pachak kinsa Chunka"
2631,"iskay Waranqa soqta Pachak kinsa Chunka hukniyoq"
2632,"iskay Waranqa soqta Pachak kinsa Chunka iskayniyoq"
2633,"iskay Waranqa soqta Pachak kinsa Chunka kinsayoq"
2634,"iskay Waranqa soqta Pachak kinsa Chunka tawayoq"
2635,"iskay Waranqa soqta Pachak kinsa Chunka pisq’ayoq"
2636,"iskay Waranqa soqta Pachak kinsa Chunka soqtayoq"
2637,"iskay Waranqa soqta Pachak kinsa Chunka qanchisniyoq"
2638,"iskay Waranqa soqta Pachak kinsa Chunka pusaqniyoq"
2639,"iskay Waranqa soqta Pachak kinsa Chunka isqonniyoq"
2640,"iskay Waranqa soqta Pachak tawa Chunka"
2641,"iskay Waranqa soqta Pachak tawa Chunka hukniyoq"
2642,"iskay Waranqa soqta Pachak tawa Chunka iskayniyoq"
2643,"iskay Waranqa soqta Pachak tawa Chunka kinsayoq"
2644,"iskay Waranqa soqta Pachak tawa Chunka tawayoq"
2645,"iskay Waranqa soqta Pachak tawa Chunka pisq’ayoq"
2646,"iskay Waranqa soqta Pachak tawa Chunka soqtayoq"
2647,"iskay Waranqa soqta Pachak tawa Chunka qanchisniyoq"
2648,"iskay Waranqa soqta Pachak tawa Chunka pusaqniyoq"
2649,"iskay Waranqa soqta Pachak tawa Chunka isqonniyoq"
2650,"iskay Waranqa soqta Pachak pisq’a Chunka"
2651,"iskay Waranqa soqta Pachak pisq’a Chunka hukniyoq"
2652,"iskay Waranqa soqta Pachak pisq’a Chunka iskayniyoq"
2653,"iskay Waranqa soqta Pachak pisq’a Chunka kinsayoq"
2654,"iskay Waranqa soqta Pachak pisq’a Chunka tawayoq"
2655,"iskay Waranqa soqta Pachak pisq’a Chunka pisq’ayoq"
2656,"iskay Waranqa soqta Pachak pisq’a Chunka soqtayoq"
2657,"iskay Waranqa soqta Pachak pisq’a Chunka qanchisniyoq"
2658,"iskay Waranqa soqta Pachak pisq’a Chunka pusaqniyoq"
2659,"iskay Waranqa soqta Pachak pisq’a Chunka isqonniyoq"
2660,"iskay Waranqa soqta Pachak soqta Chunka"
2661,"iskay Waranqa soqta Pachak soqta Chunka hukniyoq"
2662,"iskay Waranqa soqta Pachak soqta Chunka iskayniyoq"
2663,"iskay Waranqa soqta Pachak soqta Chunka kinsayoq"
2664,"iskay Waranqa soqta Pachak soqta Chunka tawayoq"
2665,"iskay Waranqa soqta Pachak soqta Chunka pisq’ayoq"
2666,"iskay Waranqa soqta Pachak soqta Chunka soqtayoq"
2667,"iskay Waranqa soqta Pachak soqta Chunka qanchisniyoq"
2668,"iskay Waranqa soqta Pachak soqta Chunka pusaqniyoq"
2669,"iskay Waranqa soqta Pachak soqta Chunka isqonniyoq"
2670,"iskay Waranqa soqta Pachak qanchis Chunka"
2671,"iskay Waranqa soqta Pachak qanchis Chunka hukniyoq"
2672,"iskay Waranqa soqta Pachak qanchis Chunka iskayniyoq"
2673,"iskay Waranqa soqta Pachak qanchis Chunka kinsayoq"
2674,"iskay Waranqa soqta Pachak qanchis Chunka tawayoq"
2675,"iskay Waranqa soqta Pachak qanchis Chunka pisq’ayoq"
2676,"iskay Waranqa soqta Pachak qanchis Chunka soqtayoq"
2677,"iskay Waranqa soqta Pachak qanchis Chunka qanchisniyoq"
2678,"iskay Waranqa soqta Pachak qanchis Chunka pusaqniyoq"
2679,"iskay Waranqa soqta Pachak qanchis Chunka isqonniyoq"
2680,"iskay Waranqa soqta Pachak pusaq Chunka"
2681,"iskay Waranqa soqta Pachak pusaq Chunka hukniyoq"
2682,"iskay Waranqa soqta Pachak pusaq Chunka iskayniyoq"
2683,"iskay Waranqa soqta Pachak pusaq Chunka kinsayoq"
2684,"iskay Waranqa soqta Pachak pusaq Chunka tawayoq"
2685,"iskay Waranqa soqta Pachak pusaq Chunka pisq’ayoq"
2686,"iskay Waranqa soqta Pachak pusaq Chunka soqtayoq"
2687,"iskay Waranqa soqta Pachak pusaq Chunka qanchisniyoq"
2688,"iskay Waranqa soqta Pachak pusaq Chunka pusaqniyoq"
2689,"iskay Waranqa soqta Pachak pusaq Chunka isqonniyoq"
2690,"iskay Waranqa soqta Pachak isqon Chunka"
2691,"iskay Waranqa soqta Pachak isqon Chunka hukniyoq"
2692,"iskay Waranqa soqta Pachak isqon Chunka iskayniyoq"
2693,"iskay Waranqa soqta Pachak isqon Chunka kinsayoq"
2694,"iskay Waranqa soqta Pachak isqon Chunka tawayoq"
2695,"iskay Waranqa soqta Pachak isqon Chunka pisq’ayoq"
2696,"iskay Waranqa soqta Pachak isqon Chunka soqtayoq"
2697,"iskay Waranqa soqta Pachak isqon Chunka qanchisniyoq"
2698,"iskay Waranqa soqta Pachak isqon Chunka pusaqniyoq"
2699,"iskay Waranqa soqta Pachak isqon Chunka isqonniyoq"
2700,"iskay Waranqa qanchis Pachak"
2701,"iskay Waranqa qanchis Pachak hukniyoq"
2702,"iskay Waranqa qanchis Pachak iskayniyoq"
2703,"iskay Waranqa qanchis Pachak kinsayoq"
2704,"iskay Waranqa qanchis Pachak tawayoq"
2705,"iskay Waranqa qanchis Pachak pisq’ayoq"
2706,"iskay Waranqa qanchis Pachak soqtayoq"
2707,"iskay Waranqa qanchis Pachak qanchisniyoq"
2708,"iskay Waranqa qanchis Pachak pusaqniyoq"
2709,"iskay Waranqa qanchis Pachak isqonniyoq"
2710,"iskay Waranqa qanchis Pachak Chunka"
2711,"iskay Waranqa qanchis Pachak Chunka hukniyoq"
2712,"iskay Waranqa qanchis Pachak Chunka iskayniyoq"
2713,"iskay Waranqa qanchis Pachak Chunka kinsayoq"
2714,"iskay Waranqa qanchis Pachak Chunka tawayoq"
2715,"iskay Waranqa qanchis Pachak Chunka pisq’ayoq"
2716,"iskay Waranqa qanchis Pachak Chunka soqtayoq"
2717,"iskay Waranqa qanchis Pachak Chunka qanchisniyoq"
2718,"iskay Waranqa qanchis Pachak Chunka pusaqniyoq"
2719,"iskay Waranqa qanchis Pachak Chunka isqonniyoq"
2720,"iskay Waranqa qanchis Pachak iskay Chunka"
2721,"iskay Waranqa qanchis Pachak iskay Chunka hukniyoq"
2722,"iskay Waranqa qanchis Pachak iskay Chunka iskayniyoq"
2723,"iskay Waranqa qanchis Pachak iskay Chunka kinsayoq"
2724,"iskay Waranqa qanchis Pachak iskay Chunka tawayoq"
2725,"iskay Waranqa qanchis Pachak iskay Chunka pisq’ayoq"
2726,"iskay Waranqa qanchis Pachak iskay Chunka soqtayoq"
2727,"iskay Waranqa qanchis Pachak iskay Chunka qanchisniyoq"
2728,"iskay Waranqa qanchis Pachak iskay Chunka pusaqniyoq"
2729,"iskay Waranqa qanchis Pachak iskay Chunka isqonniyoq"
2730,"iskay Waranqa qanchis Pachak kinsa Chunka"
2731,"iskay Waranqa qanchis Pachak kinsa Chunka hukniyoq"
2732,"iskay Waranqa qanchis Pachak kinsa Chunka iskayniyoq"
2733,"iskay Waranqa qanchis Pachak kinsa Chunka kinsayoq"
2734,"iskay Waranqa qanchis Pachak kinsa Chunka tawayoq"
2735,"iskay Waranqa qanchis Pachak kinsa Chunka pisq’ayoq"
2736,"iskay Waranqa qanchis Pachak kinsa Chunka soqtayoq"
2737,"iskay Waranqa qanchis Pachak kinsa Chunka qanchisniyoq"
2738,"iskay Waranqa qanchis Pachak kinsa Chunka pusaqniyoq"
2739,"iskay Waranqa qanchis Pachak kinsa Chunka isqonniyoq"
2740,"iskay Waranqa qanchis Pachak tawa Chunka"
2741,"iskay Waranqa qanchis Pachak tawa Chunka hukniyoq"
2742,"iskay Waranqa qanchis Pachak tawa Chunka iskayniyoq"
2743,"iskay Waranqa qanchis Pachak tawa Chunka kinsayoq"
2744,"iskay Waranqa qanchis Pachak tawa Chunka tawayoq"
2745,"iskay Waranqa qanchis Pachak tawa Chunka pisq’ayoq"
2746,"iskay Waranqa qanchis Pachak tawa Chunka soqtayoq"
2747,"iskay Waranqa qanchis Pachak tawa Chunka qanchisniyoq"
2748,"iskay Waranqa qanchis Pachak tawa Chunka pusaqniyoq"
2749,"iskay Waranqa qanchis Pachak tawa Chunka isqonniyoq"
